type,word,colour,correct_key,trialsStroop.thisRepN,trialsStroop.thisTrialN,trialsStroop.thisN,trialsStroop.thisIndex,thisRow.t,notes,WelcomeScreen.started,WelcomeMessage.started,keywelcome.started,WelcomeScreen.stopped,keywelcome.keys,keywelcome.rt,keywelcome.duration,blank500.started,textBlank500.started,polygon.started,textBlank500.stopped,polygon.stopped,blank500.stopped,Strooptrial.started,textStroopWord.started,keyStroop.started,Strooptrial.stopped,keyStroop.keys,keyStroop.corr,keyStroop.rt,keyStroop.duration,GoodbyeScreen.started,Goodbye.started,key_Goodbye.started,GoodbyeScreen.stopped,key_Goodbye.keys,key_Goodbye.rt,key_Goodbye.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
congruent,GREEN,green,g,0,9,9,2,16.137203800026327,,,,,,,,,17.387866100063547,17.402929099975154,17.402929099975154,17.903454500017688,17.903454500017688,17.887507500010543,16.12120200006757,16.137203800026327,16.137203800026327,17.38746420003008,g,1,1.2382627000333741,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
incongruent,GREEN,red,r,0,10,10,22,17.903454500017688,,,,,,,,,19.054308000020683,19.069690600037575,19.069690600037575,19.56990930007305,19.56990930007305,19.554291300009936,17.887940900051035,17.903454500017688,17.903454500017688,19.053883300046436,r,1,1.1357891999650747,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
incongruent,YELLOW,blue,b,0,11,11,23,19.56990930007305,,,,,,,,,21.00623090006411,21.01989350002259,21.01989350002259,21.51978390000295,21.51978390000295,21.50432800000999,19.55469090002589,19.56990930007305,19.56990930007305,21.005549199995585,b,1,1.4219803999876603,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
congruent,GREEN,green,g,0,12,12,10,21.51978390000295,,,,,,,,,22.604325200081803,22.61956000002101,22.61956000002101,23.119812000077218,23.119812000077218,23.104274500044994,21.50469129998237,21.51978390000295,21.51978390000295,22.60396470001433,g,1,1.0725305000087246,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
congruent,RED,red,r,0,13,13,16,23.119812000077218,,,,,,,,,23.7554436000064,23.769969700020738,23.769969700020738,24.2699182999786,24.2699182999786,24.254339099978097,23.10470750008244,23.119812000077218,23.119812000077218,23.754975800053217,r,1,0.6239333000266925,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
incongruent,BLUE,green,g,0,14,14,21,24.2699182999786,,,,,,,,,25.52267950004898,25.536813899991103,25.536813899991103,26.036399699980393,26.036399699980393,26.020670800004154,24.254740900010802,24.2699182999786,24.2699182999786,25.522051500040106,g,1,1.249509899993427,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
congruent,YELLOW,yellow,y,0,15,15,3,26.036399699980393,,,,,,,,,26.953836200060323,26.968908100039698,26.968908100039698,27.471561999991536,27.471561999991536,27.453981500002556,26.02101330005098,26.036399699980393,26.036399699980393,26.953384299995378,y,1,0.9071250000270084,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
incongruent,YELLOW,green,g,0,16,16,7,27.471561999991536,,,,,,,,,28.604486100026406,28.619046800071374,28.619046800071374,29.120009800069965,29.120009800069965,29.103645400027744,27.4546171000693,27.471561999991536,27.471561999991536,28.603848400060087,g,1,1.1198182998923585,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
incongruent,GREEN,blue,b,0,17,17,14,29.120009800069965,,,,,,,,,30.038564500049688,30.053257500054315,30.053257500054315,30.55315779999364,30.55315779999364,30.537560500088148,29.104240800021216,29.120009800069965,29.120009800069965,30.038099099998362,b,1,0.9119325999636203,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
incongruent,YELLOW,red,r,0,18,18,15,30.55315779999364,,,,,,,,,32.155294400057755,32.16984950006008,32.16984950006008,32.66992020001635,32.66992020001635,32.65425270004198,30.53799910005182,30.55315779999364,30.55315779999364,32.15472420002334,r,1,1.5903357999632135,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
incongruent,RED,green,g,0,19,19,12,32.66992020001635,,,,,,,,,34.00470250006765,34.02011849998962,34.02011849998962,34.520217600045726,34.520217600045726,34.5042351000011,32.654659799998626,32.66992020001635,32.66992020001635,34.00429070007522,g,1,1.329748399904929,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
incongruent,RED,blue,b,0,20,20,4,34.520217600045726,,,,,,,,,35.70475959999021,35.719964100047946,35.719964100047946,36.21988950006198,36.21988950006198,36.203991900081746,34.50462120003067,34.520217600045726,34.520217600045726,35.7043035000097,b,1,1.1760242000455037,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
congruent,BLUE,blue,b,0,21,21,17,36.21988950006198,,,,,,,,,37.071407000068575,37.08644069998991,37.08644069998991,37.58690190000925,37.58690190000925,37.57094830006827,36.2043506000191,36.21988950006198,36.21988950006198,37.07096350006759,b,1,0.8363406000426039,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
congruent,BLUE,blue,b,0,22,22,9,37.58690190000925,,,,,,,,,38.17168170004152,38.18664920004085,38.18664920004085,38.68694070004858,38.68694070004858,38.670776000013575,37.57131740008481,37.58690190000925,37.58690190000925,38.171208500047214,b,1,0.5728949999902397,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
incongruent,BLUE,yellow,y,0,23,23,13,38.68694070004858,,,,,,,,,39.50583360006567,39.5199900000589,39.5199900000589,40.020477800047956,40.020477800047956,40.00600539997686,38.67117009998765,38.68694070004858,38.68694070004858,39.505318799987435,y,1,0.8164667000528425,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
incongruent,BLUE,yellow,y,1,0,24,13,40.020477800047956,,,,,,,,,40.687817400088534,40.70328190003056,40.70328190003056,41.203150600078516,41.203150600078516,41.187437499989755,40.00689499999862,40.020477800047956,40.020477800047956,40.68743549997453,y,1,0.6515225999755785,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
incongruent,RED,green,g,1,1,25,12,41.203150600078516,,,,,,,,,42.50469049997628,42.52005599997938,42.52005599997938,43.02009570004884,43.02009570004884,43.003715400001965,41.18779940006789,41.203150600078516,41.203150600078516,42.50428670004476,g,1,1.292191700078547,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
incongruent,RED,blue,b,1,2,26,4,43.02009570004884,,,,,,,,,44.10475739999674,44.120193500071764,44.120193500071764,44.61990220006555,44.61990220006555,44.60446529998444,43.0040271000471,43.02009570004884,43.02009570004884,44.10430030000862,b,1,1.0753170000389218,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
congruent,YELLOW,yellow,y,1,3,27,11,44.61990220006555,,,,,,,,,45.23750460008159,45.25251110002864,45.25251110002864,45.7536949000787,45.7536949000787,45.737070800038055,44.604833999997936,44.61990220006555,44.61990220006555,45.23699500004295,y,1,0.6114643000764772,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
incongruent,GREEN,red,r,1,4,28,22,45.7536949000787,,,,,,,,,46.37162990006618,46.38730389997363,46.38730389997363,46.886998099973425,46.886998099973425,46.87100130005274,45.73771220003255,45.7536949000787,45.7536949000787,46.37112620007247,r,1,0.6136016000527889,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
congruent,GREEN,green,g,1,5,29,2,46.886998099973425,,,,,,,,,48.071476500015706,48.08670400001574,48.08670400001574,48.586688600014895,48.586688600014895,48.570061700069346,46.87132909998763,46.886998099973425,46.886998099973425,48.071040100068785,g,1,1.1764063000446185,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
incongruent,GREEN,yellow,y,1,6,30,6,48.586688600014895,,,,,,,,,49.23899230000097,49.25352270004805,49.25352270004805,49.75388510001358,49.75388510001358,49.73860250005964,48.570317000034265,48.586688600014895,48.586688600014895,49.23845020006411,y,1,0.6452124000061303,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
incongruent,GREEN,blue,b,1,7,31,14,49.75388510001358,,,,,,,,,50.78873889998067,50.803473700070754,50.803473700070754,51.30351190001238,51.30351190001238,51.28784290002659,49.73903469997458,49.75388510001358,49.75388510001358,50.788236499996856,b,1,1.0302576000103727,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
incongruent,YELLOW,blue,b,1,8,32,23,51.30351190001238,,,,,,,,,52.23943319998216,52.25353350001387,52.25353350001387,52.75374329998158,52.75374329998158,52.73779100005049,51.28822139999829,51.30351190001238,51.30351190001238,52.23889859998599,b,1,0.9202907999278978,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
congruent,BLUE,blue,b,1,9,33,9,52.75374329998158,,,,,,,,,53.50572390004527,53.51965030003339,53.51965030003339,54.01995730004273,54.01995730004273,54.00380840001162,52.738195799989626,52.75374329998158,52.75374329998158,53.505176100065,b,1,0.7341410999651998,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
congruent,RED,red,r,1,10,34,8,54.01995730004273,,,,,,,,,54.68789509998169,54.70323169999756,54.70323169999756,55.2037047999911,55.2037047999911,55.18768660002388,54.00411860004533,54.01995730004273,54.01995730004273,54.68750920007005,r,1,0.651597100077197,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
congruent,RED,red,r,1,11,35,0,55.2037047999911,,,,,,,,,55.67168100003619,55.68657850008458,55.68657850008458,56.18708449997939,56.18708449997939,56.17099400004372,55.1880731000565,55.2037047999911,55.2037047999911,55.67127639998216,r,1,0.45981690008193254,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
incongruent,RED,yellow,y,1,12,36,20,56.18708449997939,,,,,,,,,57.03784230002202,57.053225100040436,57.053225100040436,57.55335750000086,57.55335750000086,57.53774220007472,56.171360600041226,56.18708449997939,56.18708449997939,57.03744630003348,y,1,0.8363978998968378,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
congruent,GREEN,green,g,1,13,37,10,57.55335750000086,,,,,,,,,58.33915989997331,58.35334450006485,58.35334450006485,58.85351080005057,58.85351080005057,58.83692869998049,57.538138700067066,57.55335750000086,57.55335750000086,58.338571200030856,g,1,0.7823766999645159,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
incongruent,BLUE,red,r,1,14,38,5,58.85351080005057,,,,,,,,,59.80545039998833,59.81972979998682,59.81972979998682,60.320958300027996,60.320958300027996,60.304479500046,58.837202300084755,58.85351080005057,58.85351080005057,59.80496109998785,r,1,0.9386378000490367,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
congruent,BLUE,blue,b,1,15,39,17,60.320958300027996,,,,,,,,,61.35568779997993,61.369989000028,61.369989000028,61.87062820000574,61.87062820000574,61.85465730004944,60.30490390001796,60.320958300027996,60.320958300027996,61.35505830007605,b,1,1.0235807000426576,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
congruent,RED,red,r,1,16,40,16,61.87062820000574,,,,,,,,,62.471888300031424,62.48669759999029,62.48669759999029,62.98720710002817,62.98720710002817,62.97124390001409,61.855247400002554,61.87062820000574,61.87062820000574,62.47140909999143,r,1,0.5931801999686286,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
congruent,GREEN,green,g,1,17,41,18,62.98720710002817,,,,,,,,,63.83766720001586,63.85315780004021,63.85315780004021,64.35340670007281,64.35340670007281,64.3375367000699,62.97164700005669,62.98720710002817,62.98720710002817,63.837261100066826,g,1,0.836171199916862,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
incongruent,YELLOW,green,g,1,18,42,7,64.35340670007281,,,,,,,,,65.65501610003412,65.67056100000627,65.67056100000627,66.1702527999878,66.1702527999878,66.15441209997516,64.33791540004313,64.35340670007281,64.35340670007281,65.65445520007052,g,1,1.294931499985978,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
congruent,YELLOW,yellow,y,1,19,43,3,66.1702527999878,,,,,,,,,66.7386189000681,66.75272640003823,66.75272640003823,67.25420269998722,67.25420269998722,67.23709240008611,66.15475009998772,66.1702527999878,66.1702527999878,66.73808220005594,y,1,0.5654980998951942,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
incongruent,YELLOW,red,r,1,20,44,15,67.25420269998722,,,,,,,,,67.97214399999939,67.98732740001287,67.98732740001287,68.48717600002419,68.48717600002419,68.47114000003785,67.23762680008076,67.25420269998722,67.25420269998722,67.97165630001109,r,1,0.7139515000162646,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
congruent,YELLOW,yellow,y,1,21,45,19,68.48717600002419,,,,,,,,,69.30415930005256,69.31928729999345,69.31928729999345,69.82028490002267,69.82028490002267,69.80376650008839,68.47153580002487,68.48717600002419,68.48717600002419,69.30370579997543,y,1,0.808598899981007,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
incongruent,BLUE,green,g,1,22,46,21,69.82028490002267,,,,,,,,,70.72271480003837,70.73714480001945,70.73714480001945,71.23709319997579,71.23709319997579,71.22095340001397,69.80429070000537,69.82028490002267,69.82028490002267,70.72219800006133,g,1,0.8995489999651909,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
congruent,BLUE,blue,b,1,23,47,1,71.23709319997579,,,,,,,,,72.28786220005713,72.30331480002496,72.30331480002496,72.80408670008183,72.80408670008183,72.78777930000797,71.22133470000699,71.23709319997579,71.23709319997579,72.28750129998662,b,1,1.0346523999469355,None,,,,,,,,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.78786160005257,72.80408670008183,72.80408670008183,73.57019550004043,space,0.7632974999723956,None,0d00721,001,2024-05-22_09h55.06.987,stroop,2023.2.3,59.989441847676815,2024-05-22 09h55.33.233519 +0800,
