Dotsspeed,Dotsdirec,Dotscoherence,DotsNum,corrAns,trialsRDK.thisRepN,trialsRDK.thisTrialN,trialsRDK.thisN,trialsRDK.thisIndex,thisRow.t,notes,WelcomScreen.started,Welcome.started,key_Welcome.started,WelcomScreen.stopped,key_Welcome.keys,key_Welcome.rt,key_Welcome.duration,blank500.started,textBlank500.started,polygon.started,textBlank500.stopped,polygon.stopped,blank500.stopped,RDKtrial.started,dots.started,key_resp.started,RDKtrial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,dots.stopped,key_resp.stopped,GoodbyeScreen.started,Goodbye.started,key_Goodbye.started,GoodbyeScreen.stopped,key_Goodbye.keys,key_Goodbye.rt,key_Goodbye.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.05,90,0.8,1,right,3,3,51,13,86.62890100001823,,,,,,,,,87.18064779997803,87.19582620006986,87.19582620006986,87.69563079997897,87.69563079997897,87.67988060007337,86.61342240008526,86.62890100001823,86.62890100001823,87.17996099998709,up,0,0.5477955000242218,None,,,,,,,,,,0d000721,002,2024-05-22_10h01.53.803,RDK,2023.2.3,59.998368059901175,2024-05-22 10h02.04.753975 +0800,
0.05,180,0.8,1,left,3,4,52,6,87.69563079997897,,,,,,,,,88.33183879998978,88.34593619999941,88.34593619999941,88.84607390000019,88.84607390000019,88.82949270005338,87.6802645000862,87.69563079997897,87.69563079997897,88.3307648000773,left,1,0.6330990000860766,None,,,,,,,,,,0d000721,002,2024-05-22_10h01.53.803,RDK,2023.2.3,59.998368059901175,2024-05-22 10h02.04.753975 +0800,
0.05,270,0.8,1,down,3,5,53,7,88.84607390000019,,,,,,,,,89.38035079999827,89.39590490004048,89.39590490004048,89.8958667999832,89.8958667999832,89.87960230000317,88.82985480001662,88.84607390000019,88.84607390000019,89.37961730000097,down,1,0.5226172999246046,None,,,,,,,,,,0d000721,002,2024-05-22_10h01.53.803,RDK,2023.2.3,59.998368059901175,2024-05-22 10h02.04.753975 +0800,
0.05,0,0.8,1,up,3,6,54,4,89.8958667999832,,,,,,,,,90.34780220000539,90.3624751000898,90.3624751000898,90.86234150000382,90.86234150000382,90.84594550007023,89.88007040007506,89.8958667999832,89.8958667999832,90.34680950001348,right,0,0.4333738998975605,None,,,,,,,,,,0d000721,002,2024-05-22_10h01.53.803,RDK,2023.2.3,59.998368059901175,2024-05-22 10h02.04.753975 +0800,
0.05,180,0.8,1,left,3,7,55,14,90.86234150000382,,,,,,,,,91.31471220008098,91.32930059998762,91.32930059998762,91.82905210007448,91.82905210007448,91.81288520002272,90.84623160003684,90.86234150000382,90.86234150000382,91.3137445000466,left,1,0.4428111999295652,None,,,,,,,,,,0d000721,002,2024-05-22_10h01.53.803,RDK,2023.2.3,59.998368059901175,2024-05-22 10h02.04.753975 +0800,
0.01,90,0.1,1,up,3,8,56,9,91.82905210007448,,,,,,,,,96.61426060006488,96.62930989998858,96.62930989998858,97.1289663000498,97.1289663000498,97.11289039999247,91.81327150005382,91.82905210007448,91.82905210007448,96.61347380001098,left,0,4.77208529994823,None,,,,,,,,,,0d000721,002,2024-05-22_10h01.53.803,RDK,2023.2.3,59.998368059901175,2024-05-22 10h02.04.753975 +0800,
0.01,270,0.1,1,left,3,9,57,3,97.1289663000498,,,,,,,,,98.18178300000727,98.19580129999667,98.19580129999667,98.69562270003371,98.69562270003371,98.67985309998039,97.11327540001366,97.1289663000498,97.1289663000498,98.18075190007221,left,1,1.0400795999448746,None,,,,,,,,,,0d000721,002,2024-05-22_10h01.53.803,RDK,2023.2.3,59.998368059901175,2024-05-22 10h02.04.753975 +0800,
0.01,90,0.1,1,up,3,10,58,1,98.69562270003371,,,,,,,,,101.19776280003134,101.21264630008955,101.21264630008955,101.71219860005658,101.71219860005658,101.69556370005012,98.6802117000334,98.69562270003371,98.69562270003371,101.19694210006855,up,1,2.4976115999743342,None,,,,,,,,,,0d000721,002,2024-05-22_10h01.53.803,RDK,2023.2.3,59.998368059901175,2024-05-22 10h02.04.753975 +0800,
0.01,0,0.1,1,right,3,11,59,0,101.71219860005658,,,,,,,,,105.29804989998229,105.31275350006763,105.31275350006763,105.81241980008781,105.81241980008781,105.79633929999545,101.69584170007147,101.71219860005658,101.71219860005658,105.29708649998065,right,1,3.576429500011727,None,,,,,,,,,,0d000721,002,2024-05-22_10h01.53.803,RDK,2023.2.3,59.998368059901175,2024-05-22 10h02.04.753975 +0800,
0.05,0,0.8,1,up,3,12,60,12,105.81241980008781,,,,,,,,,106.28123309998773,106.29609690001234,106.29609690001234,106.79577050008811,106.79577050008811,106.77984269999433,105.7967467000708,105.81241980008781,105.81241980008781,106.28028659999836,right,0,0.4523287999909371,None,,,,,,,,,,0d000721,002,2024-05-22_10h01.53.803,RDK,2023.2.3,59.998368059901175,2024-05-22 10h02.04.753975 +0800,
0.05,90,0.8,1,right,3,13,61,5,106.79577050008811,,,,,,,,,107.2314994999906,107.24596910004038,107.24596910004038,107.7457938999869,107.7457938999869,107.72960560000502,106.78027170000132,106.79577050008811,106.79577050008811,107.23050529998727,up,0,0.42877080000471324,None,,,,,,,,,,0d000721,002,2024-05-22_10h01.53.803,RDK,2023.2.3,59.998368059901175,2024-05-22 10h02.04.753975 +0800,
0.01,180,0.1,1,down,3,14,62,10,107.7457938999869,,,,,,,,,109.01454750006087,109.02936899999622,109.02936899999622,109.52941580000333,109.52941580000333,109.5136222000001,107.73002330004238,107.7457938999869,107.7457938999869,109.01373240002431,left,0,1.2548858999507502,None,,,,,,,,,,0d000721,002,2024-05-22_10h01.53.803,RDK,2023.2.3,59.998368059901175,2024-05-22 10h02.04.753975 +0800,
0.01,0,0.1,1,right,3,15,63,8,109.52941580000333,,,,,,,,,110.73174010007642,110.74631539999973,110.74631539999973,111.24709880002774,111.24709880002774,111.23028270003852,109.51401679997798,109.52941580000333,109.52941580000333,110.73067890002858,left,0,1.1837152000516653,None,,,,,,,,,,0d000721,002,2024-05-22_10h01.53.803,RDK,2023.2.3,59.998368059901175,2024-05-22 10h02.04.753975 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.23036540008616,111.24709880002774,111.24709880002774,112.44689590006601,space,1.1933905000332743,None,0d000721,002,2024-05-22_10h01.53.803,RDK,2023.2.3,59.998368059901175,2024-05-22 10h02.04.753975 +0800,
